id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-111276565-A,Ultraviolet detector based on zinc stannate/graphene composite material and preparation method thereof ,南京理工大学,"邹友生, 张亦弛, 王沙龙",09/01/2020,09/01/2020,12/06/2020,,https://patents.google.com/patent/CN111276565A/en,
CN-111188057-A,Preparation method of self-supporting composite electrode material ,安徽师范大学,"查庆庆, 倪永红",09/01/2020,09/01/2020,22/05/2020,,https://patents.google.com/patent/CN111188057A/en,
CN-211648376-U,Device for converting heat energy into electric energy ,大连大学,"陈泽宇, 熊志鹏, 肖航, 菅成成, 杨瑞丰, 胡传旭, 谢景卫",10/01/2020,10/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211648376U/en,
CN-111198309-A,State monitoring and fault early warning method for dry-type transformer of offshore platform ,"中国海洋石油集团有限公司, 中海油研究总院有限责任公司, 山东大学","孙媛媛, 魏澈, 张丽娜, 胡意茹, 马硕, 刘国锋, 李强, 邱银锋, 万光芬, 张昊, 李雪, 高璇, 车久玮, 王凯藤",09/01/2020,09/01/2020,26/05/2020,,https://patents.google.com/patent/CN111198309A/en,
CN-212325193-U,Comprehensive physical prevention and control insect killing equipment ,海南吾爱生态农业发展有限公司,"周业华, 冯秋花, 唐建华",09/01/2020,09/01/2020,12/01/2021,12/01/2021,https://patents.google.com/patent/CN212325193U/en,
KR-102114335-B1,Audio amplifier with sound tuning system using artificial intelligence model ,주식회사 지브이코리아,"이기만, 안태수, 황윤승",03/01/2020,03/01/2020,18/06/2020,18/06/2020,https://patents.google.com/patent/KR102114335B1/en,https://patentimages.storage.googleapis.com/ec/7e/ec/ef96600602ca12/112020000602554-pat00001.png
CN-211984560-U,Constant-humidity clean cultural relic storage cabinet frame ,宏瑞文博集团股份有限公司,"徐武洪, 吕众华",10/01/2020,10/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN211984560U/en,
CN-212224483-U,Wall cloth with air purification effect ,海宁市华明纺织有限公司,柴林峰,10/01/2020,10/01/2020,25/12/2020,25/12/2020,https://patents.google.com/patent/CN212224483U/en,
CN-211550507-U,Gear shifting mechanism of comfortable automobile automatic transmission ,河北臣森汽车零部件有限公司,赵建雷,10/01/2020,10/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211550507U/en,
CN-111241677-A,Atmospheric and vacuum device production simulation method and system based on machine learning ,"浙江中控技术股份有限公司, 浙江中控软件技术有限公司","张扬, 吴玉成",09/01/2020,09/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241677A/en,
CN-111165678-A,Laying hen feed additive prepared by taking eucommia ulmoides as raw material and preparation method ,山东贝隆杜仲生物工程有限公司,"岳慧, 胡佃鹏, 徐伟杰, 刘倩倩",10/01/2020,10/01/2020,19/05/2020,,https://patents.google.com/patent/CN111165678A/en,
CN-111169259-A,Light intensity adjusting structure for window glass ,"浙江吉利汽车研究院有限公司, 浙江吉利控股集团有限公司","李柠, 张海洋, 朱焱, 张少华, 周大永, 吕晓江, 管立君, 杨震, 胡帅帅, 王海波, 林琳, 李舒畅, 王金, 吕宁",10/01/2020,10/01/2020,19/05/2020,,https://patents.google.com/patent/CN111169259A/en,
CN-111273879-A,Large-screen display method and device for user interactive display ,杭州勇电照明有限公司,徐松炎,10/01/2020,10/01/2020,12/06/2020,,https://patents.google.com/patent/CN111273879A/en,
CN-211147692-U,Encoder suitable for robot joint ,长春市倍信光电自控仪器有限公司,"郑大宇, 吕游",10/01/2020,10/01/2020,31/07/2020,31/07/2020,https://patents.google.com/patent/CN211147692U/en,
CN-211666639-U,Single-time double-diameter reaming bit of split type horizontal directional drill ,成都探矿机械厂,"邓毅, 冯立波, 浦成柯, 谭启奎",10/01/2020,10/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211666639U/en,
CN-111229218-B,Monoatomic palladium composite catalyst and preparation method and application thereof ,清华大学,"李亚栋, 冀淑方, 王定胜, 陈远均",10/01/2020,10/01/2020,01/01/2021,01/01/2021,https://patents.google.com/patent/CN111229218B/en,
CN-211666640-U,Detachable cutting device for reaming bit ,成都探矿机械厂,"邓毅, 刘畅, 郭佑梅, 王津伟",10/01/2020,10/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211666640U/en,
CN-211375970-U,Electronic temperature alarm intelligence-developing teaching aid for children ,北京中诚博睿教育科技有限公司,王东,09/01/2020,09/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211375970U/en,
CN-211442116-U,"Invisible light projection device for vehicle, target object detection device and intelligent driving automobile ",华域视觉科技(上海)有限公司,"祝贺, 仇智平, 桑文慧",09/01/2020,09/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211442116U/en,
CN-212081482-U,Central air conditioner with air purifying function ,韩绍辉,韩绍辉,11/01/2020,11/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212081482U/en,
CN-211484929-U,Multifunctional medical instrument with strong matching performance ,武汉沃德利派医疗器械有限公司,"刘鸣, 游国华, 薛文扬",09/01/2020,09/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211484929U/en,
CN-111219176-B,Water injection well expansion reservoir transformation method ,成都合信恒泰工程技术有限公司,"浠诲己, 任强",09/01/2020,09/01/2020,04/09/2020,04/09/2020,https://patents.google.com/patent/CN111219176B/en,
CN-211832989-U,Clothes with adjustable length of sleeves ,温州新世纪服饰有限公司,"金信海, 黄强, 余忠",09/01/2020,09/01/2020,03/11/2020,03/11/2020,https://patents.google.com/patent/CN211832989U/en,
CN-211849248-U,Floating air bag type wave preventing and eliminating structure ,滁州欣皓工程技术有限公司,陆正平,09/01/2020,09/01/2020,03/11/2020,03/11/2020,https://patents.google.com/patent/CN211849248U/en,
CN-211825555-U,Particulate matter sampler ,"青山绿水（江苏）检验检测有限公司, 常州市建筑科学研究院集团股份有限公司","董俐香, 俞晨, 周美姣, 赵艳, 顾桔, 李松涛",09/01/2020,09/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211825555U/en,
CN-211126845-U,Building electrical construction device ,九冶建设有限公司,"张红科, 王利燕, 张子勇, 张栋, 袁自敏",09/01/2020,09/01/2020,28/07/2020,28/07/2020,https://patents.google.com/patent/CN211126845U/en,
CN-210839807-U,Motor vehicle video recording controller and motor vehicle video recording control system ,深圳市豪恩汽车电子装备股份有限公司,"罗小平, 林绿渠, 曾峰",11/01/2020,11/01/2020,23/06/2020,23/06/2020,https://patents.google.com/patent/CN210839807U/en,
CN-210986030-U,Photovoltaic energy storage cabinet convenient for overhauling components ,天津金沃能源科技股份有限公司,刘赫,08/01/2020,08/01/2020,10/07/2020,10/07/2020,https://patents.google.com/patent/CN210986030U/en,
CN-211144691-U,High-efficient corrosion-resistant glass steel fan blade ,河北华盛节能设备有限公司,"郝凤刚, 赵一帆",08/01/2020,08/01/2020,31/07/2020,31/07/2020,https://patents.google.com/patent/CN211144691U/en,
CN-212028189-U,Water pump anti-freezing device ,江西贝德泵业有限公司,熊有金,08/01/2020,08/01/2020,27/11/2020,27/11/2020,https://patents.google.com/patent/CN212028189U/en,
CN-211546487-U,Fermenting installation is used in millet mature vinegar processing ,山西沁州黄醋业开发股份有限公司,郁俊文,08/01/2020,08/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211546487U/en,
CN-211673977-U,Double-layer seat ring sharing intelligent toilet lid ,上海坐享科技有限公司,张峰,08/01/2020,08/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211673977U/en,
CN-211364633-U,Article transport vehicle for property management ,赵伟杰,赵伟杰,08/01/2020,08/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211364633U/en,
CN-211429920-U,Hand-held type gardens are planted soil and are turned device ,刘深,刘深,07/01/2020,07/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211429920U/en,
CN-211608091-U,"Fruit and vegetable heat treatment, precooling and storage integrated machine ",华东交通大学,"张娜, 王庆港, 丁玉先",07/01/2020,07/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211608091U/en,
CN-211952985-U,Intelligent air conditioner based on Internet of things ,姚冬平,姚冬平,07/01/2020,07/01/2020,17/11/2020,17/11/2020,https://patents.google.com/patent/CN211952985U/en,
CN-211047314-U,Adjacent tunnel lighting design system ,"重庆铁发建新高速公路有限公司, 重庆交通大学","龙云霄, 高峰, 张龙潇, 刘汉银, 白军, 冉飞, 罗金成",07/01/2020,07/01/2020,17/07/2020,17/07/2020,https://patents.google.com/patent/CN211047314U/en,
CN-111123041-B,Cable sheath fault positioning method based on temperature characteristic ,河海大学,"潘文霞, 谢晨, 赵坤, 李昕芮",07/01/2020,07/01/2020,10/11/2020,10/11/2020,https://patents.google.com/patent/CN111123041B/en,
CN-211750004-U,Bone cement injection device for skull restoration ,天津天一活源生物技术有限公司,张晓东,06/01/2020,06/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211750004U/en,
CN-210743579-U,Storage device for detecting in and out of optical disk ,广东紫晶信息存储技术股份有限公司,"郑穆, 谢志坚",06/01/2020,06/01/2020,12/06/2020,12/06/2020,https://patents.google.com/patent/CN210743579U/en,
CN-211694985-U,Control system of waste gas burner ,杰瑞环保科技有限公司,"顾士军, 郝燕超, 张建伟, 郭超, 李国政, 叶帅, 梁仁刚, 金兆迪, 李东升",06/01/2020,06/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211694985U/en,
CN-211597268-U,Energy-saving photovoltaic curtain wall ,泰州市伟成装饰装潢有限公司,丁芳平,06/01/2020,06/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211597268U/en,
CN-211352918-U,5G intelligent cloud broadcasting terminal device ,上海沃狮信息科技有限公司,于海峰,06/01/2020,06/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211352918U/en,
CN-211388603-U,Lower fork tube for front fork of electric vehicle ,天津市众兴邦科技发展有限公司,敖淼,06/01/2020,06/01/2020,01/09/2020,01/09/2020,https://patents.google.com/patent/CN211388603U/en,
CN-211651864-U,Single-input multi-point high-temperature alarm ,"山西工程技术学院, 崔建国","崔建国, 宁永香, 崔建峰, 崔燚, 李光序",04/01/2020,04/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211651864U/en,
CN-211425025-U,Dust collector that drying equipment used ,常州市恒迈干燥设备有限公司,张祖华,03/01/2020,03/01/2020,04/09/2020,04/09/2020,https://patents.google.com/patent/CN211425025U/en,
CN-110974198-B,Wearable vital sign monitoring device and method ,武汉理工大学,"李政颖, 赵涛",03/01/2020,03/01/2020,08/01/2021,08/01/2021,https://patents.google.com/patent/CN110974198B/en,
CN-211186012-U,Construction is with safety helmet that has purification mask ,吕芳,吕芳,03/01/2020,03/01/2020,07/08/2020,07/08/2020,https://patents.google.com/patent/CN211186012U/en,
CN-211327405-U,Infusion support for medical oncology ,孙勇,孙勇,03/01/2020,03/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211327405U/en,
CN-211152238-U,Medium-high frequency induction heating system ,唐山骏逸机械设备有限责任公司,"王继龙, 吴作, 丁洪旗, 叶江",03/01/2020,03/01/2020,31/07/2020,31/07/2020,https://patents.google.com/patent/CN211152238U/en,
CN-211551160-U,Crude oil storage tank integrating gas-liquid two-phase hydrogen sulfide content monitoring and linkage clearing device ,新疆石大博油石油技术有限公司,"张胜利, 张兖驹",02/01/2020,02/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211551160U/en,
CN-210958360-U,Signal processing circuit and antenna device ,广州海格通信集团股份有限公司,"张骥, 杨洪亮, 王璐",02/01/2020,02/01/2020,07/07/2020,07/07/2020,https://patents.google.com/patent/CN210958360U/en,
CN-211474493-U,Reclaimed copper refining parallel casting tundish natural gas premixing fan frequency conversion control system ,绵阳铜鑫铜业有限公司,"黄伟萍, 罗佳, 杨钊, 文利伟, 任东, 张代强, 饶红, 曹永平",02/01/2020,02/01/2020,11/09/2020,11/09/2020,https://patents.google.com/patent/CN211474493U/en,
CN-212765433-U,Cinerary casket and engraving device and engraving assembly thereof ,江西省上上峰石材有限公司,欧仁峰,02/01/2020,02/01/2020,23/03/2021,23/03/2021,https://patents.google.com/patent/CN212765433U/en,
CN-211685006-U,Device for sweeping in carriage ,湖南一程智能科技有限公司,陈秋云,02/01/2020,02/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211685006U/en,
CN-212930256-U,Humidification system and air conditioner ,珠海格力电器股份有限公司,"刘安平, 方淼, 陈晓东, 杨鹏远",,02/01/2020,09/04/2021,09/04/2021,https://patents.google.com/patent/CN212930256U/en,
JP-2020056575-A,Determination method and determination device ,"ダイキン工業株式会社, Daikin Ind Ltd","平良　繁治, Shigeji Taira, 繁治 平良",07/01/2020,07/01/2020,09/04/2020,,https://patents.google.com/patent/JP2020056575A/en,https://patentimages.storage.googleapis.com/d5/82/a6/651550617aa536/2020056575-3.png
CN-211716739-U,Wearable air purification device ,深圳市富邦新科技有限公司,倪佩常,09/01/2020,09/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211716739U/en,
KR-20200004911-A,Apparatus for managing conference records object and method performing the same ,"최재호, 델타피디에스 주식회사",최재호,06/01/2020,06/01/2020,14/01/2020,,https://patents.google.com/patent/KR20200004911A/en,https://patentimages.storage.googleapis.com/df/16/02/0696eb63fc8145/pat00003.png
KR-102130260-B1,Cosmetic composition containing natural minerals having skin care activity ,"주식회사 폴메디, 이상국",이상국,07/01/2020,07/01/2020,23/07/2020,23/07/2020,https://patents.google.com/patent/KR102130260B1/en,https://patentimages.storage.googleapis.com/c2/4a/58/5bbe12c8015968/112020001407569-pat00001.png
CN-111445178-A,"Method and system for monitoring linen circulation track, computer equipment and storage medium ",北京兔小二科技有限公司,张健东,09/01/2020,10/03/2020,24/07/2020,,https://patents.google.com/patent/CN111445178A/en,
